order_id,order_date,delivery_date,customer_id,customer_name,segment,city,region,category,sub_category,product_name,payment_mode,quantity,unit_price,discount,revenue,profit,shipping_cost,order_status,year,month
ORD-2023-100515,2023-03-17,2023-03-19,CUST-3765,Priya Singh,Wholesale,Nagpur,Central,Electronics,Gadgets,Boat Earbuds,Credit Card,2,12621.11,0.15,21455.89,4822.39,151.52,Delivered,2023,3
ORD-2023-100516,2023-03-17,2023-03-21,CUST-3822,Meera Iyer,B2B,Ahmedabad,West,Clothing,Apparel,Manyavar Sherwani,Debit Card,1,767.42,0.0,767.42,85.47,60.86,Delivered,2023,3
ORD-2023-100517,2023-03-17,2023-03-26,CUST-9967,Rahul Sharma,Wholesale,Kolkata,East,Books,Education,Deep Work,UPI,3,580.74,0.05,1655.11,112.41,187.19,Cancelled,2023,3
ORD-2023-100518,2023-03-17,2023-03-22,CUST-8021,Arjun Reddy,Retail,Delhi,North,Beauty,Personal Care,Minimalist Moisturizer,UPI,5,1446.12,0.2,5784.48,1390.35,111.24,Delivered,2023,3
ORD-2023-100519,2023-03-17,2023-03-26,CUST-2511,Priya Singh,Retail,Pune,West,Electronics,Gadgets,iPhone 15,UPI,5,5040.09,0.2,20160.36,965.6,153.73,Returned,2023,3
ORD-2023-100520,2023-03-17,2023-03-24,CUST-4260,Neha Gupta,B2B,Jaipur,North,Home & Kitchen,Appliances,Philips Mixer,Debit Card,1,8557.6,0.0,8557.6,456.52,71.2,Delivered,2023,3
ORD-2023-100521,2023-03-18,2023-03-26,CUST-6930,Priya Singh,Retail,Mumbai,West,Clothing,Apparel,H&M Jacket,UPI,4,1024.9,0.1,3689.64,27.69,132.66,Delivered,2023,3
ORD-2023-100522,2023-03-18,2023-03-27,CUST-5407,Deepak Agarwal,Wholesale,Bangalore,South,Beauty,Personal Care,Himalaya Face Wash,UPI,5,890.49,0.0,4452.45,1260.7,68.93,Delivered,2023,3
ORD-2023-100523,2023-03-18,2023-03-20,CUST-6008,Pooja Chauhan,Retail,Chennai,South,Books,Education,Psychology of Money,UPI,2,212.29,0.1,382.12,63.94,140.73,Delivered,2023,3
ORD-2023-100524,2023-03-18,2023-03-22,CUST-2403,Vikram Mehta,Wholesale,Mumbai,West,Books,Education,Zero to One,UPI,5,348.83,0.05,1656.94,391.88,68.57,Returned,2023,3
ORD-2023-100525,2023-03-18,2023-03-25,CUST-5238,Deepak Agarwal,Wholesale,Patna,East,Clothing,Apparel,Levis Jeans,Debit Card,5,2999.13,0.05,14245.87,1220.61,66.37,Delivered,2023,3
ORD-2023-100526,2023-03-18,2023-03-20,CUST-8061,Deepak Agarwal,Wholesale,Surat,West,Clothing,Apparel,Levis Jeans,UPI,3,2800.75,0.05,7982.14,1802.36,137.54,Delivered,2023,3
ORD-2023-100527,2023-03-18,2023-03-20,CUST-8129,Rohit Verma,Wholesale,Chennai,South,Electronics,Gadgets,iPhone 15,UPI,2,7138.89,0.05,13563.89,1758.03,159.82,Returned,2023,3
ORD-2023-100528,2023-03-19,2023-03-24,CUST-7026,Kavya Nair,Retail,Pune,West,Electronics,Gadgets,HP Pavilion,UPI,4,5417.09,0.0,21668.36,3039.76,121.69,Delivered,2023,3
ORD-2023-100529,2023-03-19,2023-03-24,CUST-9498,Neha Gupta,Retail,Patna,East,Beauty,Personal Care,WOW Shampoo,Cash on Delivery,5,1062.55,0.15,4515.84,865.26,143.3,Delivered,2023,3
ORD-2023-100530,2023-03-19,2023-03-25,CUST-3562,Rohit Verma,Retail,Hyderabad,South,Books,Education,Psychology of Money,Credit Card,5,474.41,0.2,1897.64,203.57,68.92,Cancelled,2023,3
ORD-2023-100531,2023-03-19,2023-03-21,CUST-2650,Rohit Verma,Retail,Indore,Central,Beauty,Personal Care,WOW Shampoo,Cash on Delivery,4,777.85,0.0,3111.4,530.52,165.84,Delivered,2023,3
ORD-2023-100532,2023-03-19,2023-03-25,CUST-1703,Deepak Agarwal,Retail,Delhi,North,Beauty,Personal Care,Mamaearth Serum,Debit Card,2,1425.39,0.1,2565.7,659.89,47.76,Delivered,2023,3
ORD-2023-100533,2023-03-19,2023-03-27,CUST-9401,Amit Kumar,Retail,Kolkata,East,Home & Kitchen,Appliances,Bajaj Fan,Debit Card,1,8396.76,0.0,8396.76,2114.94,103.52,Delivered,2023,3
ORD-2023-100534,2023-03-19,2023-03-23,CUST-7764,Meera Iyer,Retail,Lucknow,North,Books,Education,Rich Dad Poor Dad,Net Banking,1,781.56,0.3,547.09,67.46,155.73,Delivered,2023,3
ORD-2023-100535,2023-03-20,2023-03-25,CUST-6856,Priya Singh,Wholesale,Surat,West,Beauty,Personal Care,Mamaearth Serum,UPI,4,967.01,0.1,3481.24,725.36,39.43,Delivered,2023,3
ORD-2023-100536,2023-03-20,2023-03-24,CUST-6190,Arjun Reddy,Wholesale,Indore,Central,Books,Education,Rich Dad Poor Dad,Debit Card,4,874.23,0.0,3496.92,244.26,66.71,Delivered,2023,3
ORD-2023-100537,2023-03-20,2023-03-26,CUST-4004,Sanjay Tiwari,Retail,Hyderabad,South,Electronics,Gadgets,Boat Earbuds,Credit Card,4,11916.12,0.05,45281.26,7568.42,100.47,Delivered,2023,3
ORD-2023-100538,2023-03-20,2023-03-23,CUST-6902,Priya Singh,Retail,Nagpur,Central,Clothing,Apparel,Fabindia Kurta,UPI,3,1209.39,0.0,3628.17,297.21,114.18,Delivered,2023,3
ORD-2023-100539,2023-03-20,2023-03-25,CUST-3471,Sanjay Tiwari,Retail,Mumbai,West,Electronics,Gadgets,Boat Earbuds,Net Banking,2,5707.42,0.2,9131.87,173.74,73.52,Delivered,2023,3
ORD-2023-100540,2023-03-20,2023-03-24,CUST-5784,Priya Singh,Wholesale,Bhopal,Central,Beauty,Personal Care,Forest Essentials Oil,UPI,4,1329.97,0.0,5319.88,1259.19,142.48,Returned,2023,3
ORD-2023-100541,2023-03-21,2023-03-24,CUST-9045,Priya Singh,B2B,Hyderabad,South,Home & Kitchen,Appliances,Kent RO Purifier,UPI,3,2315.93,0.25,5210.84,1056.35,57.65,Delivered,2023,3
ORD-2023-100542,2023-03-21,2023-03-28,CUST-4830,Rahul Sharma,B2B,Delhi,North,Electronics,Gadgets,Boat Earbuds,UPI,2,9662.49,0.25,14493.74,-684.59,152.69,Delivered,2023,3
ORD-2023-100543,2023-03-21,2023-03-28,CUST-2672,Rohit Verma,B2B,Ahmedabad,West,Home & Kitchen,Appliances,Eureka Forbes Vacuum,Credit Card,3,8006.66,0.15,20416.98,2294.41,126.79,Delivered,2023,3
ORD-2023-100544,2023-03-21,2023-03-25,CUST-1782,Neha Gupta,Retail,Ahmedabad,West,Home & Kitchen,Appliances,Pigeon Induction,Cash on Delivery,3,2014.48,0.1,5439.1,414.02,166.23,Delivered,2023,3
ORD-2023-100545,2023-03-21,2023-03-29,CUST-9382,Ravi Mishra,Retail,Nagpur,Central,Clothing,Apparel,Puma Sneakers,UPI,3,1842.83,0.1,4975.64,205.84,130.51,Returned,2023,3
ORD-2023-100546,2023-03-21,2023-03-29,CUST-8414,Pooja Chauhan,Wholesale,Delhi,North,Electronics,Gadgets,OnePlus 12,Cash on Delivery,4,9711.74,0.0,38846.96,12164.83,97.19,Delivered,2023,3
ORD-2023-100547,2023-03-21,2023-03-24,CUST-4907,Rahul Sharma,Retail,Delhi,North,Home & Kitchen,Appliances,Tupperware Set,UPI,4,2103.64,0.25,6310.92,443.92,108.26,Delivered,2023,3
ORD-2023-100548,2023-03-22,2023-03-29,CUST-7106,Anjali Patel,Retail,Pune,West,Clothing,Apparel,Nike T-Shirt,Debit Card,2,637.61,0.15,1083.94,232.65,190.68,Returned,2023,3
ORD-2023-100549,2023-03-22,2023-03-31,CUST-8008,Priya Singh,Wholesale,Jaipur,North,Books,Education,Ikigai,Credit Card,1,494.7,0.05,469.96,80.88,161.37,Returned,2023,3
ORD-2023-100550,2023-03-22,2023-03-30,CUST-3630,Rahul Sharma,Retail,Lucknow,North,Clothing,Apparel,Manyavar Sherwani,Debit Card,1,1678.42,0.25,1258.82,-31.33,152.0,Delivered,2023,3
ORD-2023-100551,2023-03-22,2023-03-28,CUST-8595,Amit Kumar,B2B,Delhi,North,Beauty,Personal Care,Mamaearth Serum,Credit Card,5,358.95,0.05,1705.01,157.44,123.85,Delivered,2023,3
ORD-2023-100552,2023-03-22,2023-03-29,CUST-4767,Arjun Reddy,Retail,Hyderabad,South,Home & Kitchen,Appliances,Philips Mixer,Credit Card,5,5584.68,0.2,22338.72,5558.85,86.02,Delivered,2023,3
ORD-2023-100553,2023-03-22,2023-03-29,CUST-5750,Amit Kumar,Retail,Delhi,North,Home & Kitchen,Appliances,Bajaj Fan,Net Banking,1,2486.69,0.3,1740.68,240.85,36.8,Delivered,2023,3
ORD-2023-100554,2023-03-22,2023-03-24,CUST-6637,Amit Kumar,Retail,Indore,Central,Beauty,Personal Care,Biotique Sunscreen,Debit Card,4,371.65,0.0,1486.6,464.56,160.33,Delivered,2023,3
ORD-2023-100555,2023-03-23,2023-03-25,CUST-7443,Deepak Agarwal,Wholesale,Delhi,North,Clothing,Apparel,Manyavar Sherwani,Credit Card,3,2173.87,0.0,6521.61,385.55,103.72,Returned,2023,3
ORD-2023-100556,2023-03-23,2023-03-30,CUST-2099,Kavya Nair,Retail,Ahmedabad,West,Electronics,Gadgets,JBL Speaker,Credit Card,4,15937.31,0.05,60561.78,13037.04,33.09,Returned,2023,3
ORD-2023-100557,2023-03-23,2023-04-01,CUST-5105,Vikram Mehta,Wholesale,Lucknow,North,Electronics,Gadgets,OnePlus 12,Cash on Delivery,4,14862.05,0.05,56475.79,5748.98,142.31,Delivered,2023,3
ORD-2023-100558,2023-03-23,2023-03-25,CUST-5244,Neha Gupta,Wholesale,Pune,West,Books,Education,Zero to One,Credit Card,2,736.61,0.0,1473.22,79.95,162.96,Delivered,2023,3
ORD-2023-100559,2023-03-23,2023-03-31,CUST-7827,Amit Kumar,Wholesale,Patna,East,Home & Kitchen,Appliances,IKEA Shelf,UPI,2,7048.19,0.15,11981.92,2116.38,72.87,Delivered,2023,3
ORD-2023-100560,2023-03-23,2023-03-26,CUST-7637,Kavya Nair,Retail,Chennai,South,Home & Kitchen,Appliances,Prestige Cooker,Credit Card,2,2204.29,0.2,3526.86,583.35,190.42,Delivered,2023,3
ORD-2023-100561,2023-03-23,2023-04-01,CUST-3258,Ravi Mishra,Retail,Nagpur,Central,Electronics,Gadgets,Sony Headphones,Cash on Delivery,1,9206.48,0.1,8285.83,1414.56,95.04,Delivered,2023,3
ORD-2023-100562,2023-03-24,2023-03-29,CUST-3804,Sanjay Tiwari,Wholesale,Lucknow,North,Electronics,Gadgets,Canon Camera,UPI,4,17350.05,0.1,62460.18,2402.78,75.08,Delivered,2023,3
ORD-2023-100563,2023-03-24,2023-03-26,CUST-6468,Ravi Mishra,B2B,Indore,Central,Electronics,Gadgets,JBL Speaker,Net Banking,2,16182.22,0.25,24273.33,4845.97,162.03,Delivered,2023,3
ORD-2023-100564,2023-03-24,2023-04-02,CUST-9573,Ravi Mishra,Retail,Delhi,North,Clothing,Apparel,Levis Jeans,Credit Card,5,1260.13,0.0,6300.65,1132.03,143.55,Delivered,2023,3
ORD-2023-100565,2023-03-24,2023-04-01,CUST-9095,Kavya Nair,Retail,Kolkata,East,Home & Kitchen,Appliances,Tupperware Set,Debit Card,2,6625.83,0.15,11263.91,2904.19,75.4,Delivered,2023,3
ORD-2023-100566,2023-03-24,2023-03-31,CUST-6768,Meera Iyer,Retail,Bangalore,South,Clothing,Apparel,Puma Sneakers,Debit Card,3,1824.52,0.1,4926.2,991.58,33.28,Delivered,2023,3
ORD-2023-100567,2023-03-24,2023-04-01,CUST-5340,Rahul Sharma,B2B,Patna,East,Clothing,Apparel,UCB Shirt,UPI,3,2910.61,0.05,8295.24,2328.18,124.14,Cancelled,2023,3
ORD-2023-100568,2023-03-24,2023-03-28,CUST-5587,Sanjay Tiwari,Retail,Jaipur,North,Beauty,Personal Care,Lakme Foundation,Debit Card,1,752.2,0.05,714.59,25.16,169.58,Returned,2023,3
ORD-2023-100569,2023-03-25,2023-04-02,CUST-8066,Deepak Agarwal,Retail,Kolkata,East,Clothing,Apparel,Adidas Hoodie,UPI,5,2715.71,0.0,13578.55,2973.91,49.34,Delivered,2023,3
ORD-2023-100570,2023-03-25,2023-04-03,CUST-5383,Kavya Nair,Retail,Indore,Central,Clothing,Apparel,Allen Solly Trousers,Debit Card,2,765.92,0.0,1531.84,520.42,31.4,Delivered,2023,3
ORD-2023-100571,2023-03-25,2023-04-02,CUST-2790,Arjun Reddy,Wholesale,Kolkata,East,Books,Education,Wings of Fire,UPI,5,380.46,0.05,1807.18,345.44,154.22,Delivered,2023,3
ORD-2023-100572,2023-03-25,2023-03-30,CUST-9792,Kavya Nair,B2B,Hyderabad,South,Clothing,Apparel,Levis Jeans,Net Banking,4,879.36,0.1,3165.7,110.22,33.93,Delivered,2023,3
ORD-2023-100573,2023-03-25,2023-03-30,CUST-2934,Ravi Mishra,Retail,Ahmedabad,West,Home & Kitchen,Appliances,Tupperware Set,Cash on Delivery,2,5312.13,0.0,10624.26,3203.09,154.31,Delivered,2023,3
ORD-2023-100574,2023-03-25,2023-03-29,CUST-3818,Rahul Sharma,Wholesale,Nagpur,Central,Beauty,Personal Care,Mamaearth Serum,UPI,5,578.28,0.0,2891.4,757.73,138.06,Delivered,2023,3
ORD-2023-100575,2023-03-25,2023-04-02,CUST-9122,Sanjay Tiwari,B2B,Surat,West,Beauty,Personal Care,Himalaya Face Wash,Cash on Delivery,4,707.79,0.1,2548.04,239.0,60.3,Delivered,2023,3
ORD-2023-100576,2023-03-26,2023-04-01,CUST-6891,Ravi Mishra,Retail,Bangalore,South,Electronics,Gadgets,Boat Earbuds,Debit Card,3,19225.66,0.05,54793.13,15218.43,131.43,Delivered,2023,3
ORD-2023-100577,2023-03-26,2023-04-02,CUST-1386,Ravi Mishra,B2B,Nagpur,Central,Beauty,Personal Care,WOW Shampoo,UPI,2,684.07,0.15,1162.92,120.54,158.94,Delivered,2023,3
ORD-2023-100578,2023-03-26,2023-03-31,CUST-7192,Pooja Chauhan,Wholesale,Chennai,South,Clothing,Apparel,Nike T-Shirt,Credit Card,2,933.74,0.1,1680.73,32.84,103.82,Delivered,2023,3
ORD-2023-100579,2023-03-26,2023-04-04,CUST-2496,Neha Gupta,Retail,Delhi,North,Electronics,Gadgets,Samsung Galaxy S24,Net Banking,2,9014.61,0.1,16226.3,3352.17,78.0,Delivered,2023,3
ORD-2023-100580,2023-03-26,2023-04-03,CUST-5476,Deepak Agarwal,B2B,Bhopal,Central,Clothing,Apparel,Adidas Hoodie,Net Banking,5,1347.96,0.1,6065.82,1433.71,73.16,Delivered,2023,3
ORD-2023-100581,2023-03-26,2023-03-28,CUST-8123,Kavya Nair,Retail,Kolkata,East,Beauty,Personal Care,Plum Toner,Credit Card,5,364.02,0.1,1638.09,240.16,181.29,Delivered,2023,3
ORD-2023-100582,2023-03-26,2023-04-01,CUST-1084,Kavya Nair,Retail,Mumbai,West,Clothing,Apparel,Fabindia Kurta,Credit Card,3,1598.2,0.25,3595.95,135.61,158.84,Delivered,2023,3
ORD-2023-100583,2023-03-27,2023-04-01,CUST-8464,Vikram Mehta,Retail,Ahmedabad,West,Clothing,Apparel,Allen Solly Trousers,Net Banking,4,840.51,0.15,2857.73,245.7,106.33,Delivered,2023,3
ORD-2023-100584,2023-03-27,2023-03-29,CUST-8319,Amit Kumar,B2B,Hyderabad,South,Home & Kitchen,Appliances,Philips Mixer,Credit Card,3,8055.08,0.0,24165.24,3378.4,193.16,Delivered,2023,3
ORD-2023-100585,2023-03-27,2023-04-01,CUST-8707,Pooja Chauhan,Retail,Surat,West,Electronics,Gadgets,Samsung Galaxy S24,Credit Card,1,8276.72,0.05,7862.88,2522.32,47.12,Delivered,2023,3
ORD-2023-100586,2023-03-27,2023-04-02,CUST-6942,Kavya Nair,Retail,Bhopal,Central,Electronics,Gadgets,HP Pavilion,Cash on Delivery,1,9108.11,0.0,9108.11,3000.42,146.17,Delivered,2023,3
ORD-2023-100587,2023-03-27,2023-04-04,CUST-9347,Anjali Patel,Retail,Bhopal,Central,Electronics,Gadgets,OnePlus 12,UPI,4,19976.96,0.15,67921.66,2023.99,133.68,Delivered,2023,3
ORD-2023-100588,2023-03-27,2023-04-02,CUST-4411,Deepak Agarwal,Wholesale,Patna,East,Electronics,Gadgets,JBL Speaker,Debit Card,4,12675.27,0.05,48166.03,6166.66,98.15,Cancelled,2023,3
ORD-2023-100589,2023-03-28,2023-04-04,CUST-8040,Rahul Sharma,B2B,Patna,East,Electronics,Gadgets,JBL Speaker,Debit Card,4,12736.39,0.3,35661.89,1672.96,48.98,Delivered,2023,3
ORD-2023-100590,2023-03-28,2023-04-05,CUST-8169,Priya Singh,B2B,Kolkata,East,Electronics,Gadgets,Dell Laptop,Credit Card,1,17448.57,0.1,15703.71,2368.67,135.6,Delivered,2023,3
ORD-2023-100591,2023-03-28,2023-04-03,CUST-5623,Ravi Mishra,Retail,Pune,West,Home & Kitchen,Appliances,Bajaj Fan,Credit Card,5,7377.6,0.15,31354.8,7254.55,146.6,Delivered,2023,3
ORD-2023-100592,2023-03-28,2023-04-03,CUST-2057,Deepak Agarwal,Retail,Patna,East,Electronics,Gadgets,iPad Air,Cash on Delivery,1,17413.41,0.0,17413.41,1368.27,50.3,Returned,2023,3
ORD-2023-100593,2023-03-28,2023-04-02,CUST-4712,Neha Gupta,Retail,Pune,West,Clothing,Apparel,Levis Jeans,Credit Card,2,2025.85,0.1,3646.53,111.55,42.42,Returned,2023,3
ORD-2023-100594,2023-03-28,2023-04-05,CUST-5132,Priya Singh,Retail,Lucknow,North,Beauty,Personal Care,Forest Essentials Oil,Credit Card,1,1443.81,0.2,1155.05,177.58,133.18,Delivered,2023,3
ORD-2023-100595,2023-03-28,2023-04-03,CUST-1770,Rahul Sharma,Retail,Jaipur,North,Clothing,Apparel,Adidas Hoodie,UPI,5,1409.74,0.2,5638.96,448.9,167.42,Delivered,2023,3
ORD-2023-100596,2023-03-29,2023-03-31,CUST-2436,Priya Singh,Retail,Nagpur,Central,Home & Kitchen,Appliances,Eureka Forbes Vacuum,UPI,3,4855.52,0.0,14566.56,4143.42,55.77,Delivered,2023,3
ORD-2023-100597,2023-03-29,2023-04-06,CUST-9700,Neha Gupta,Retail,Indore,Central,Electronics,Gadgets,Canon Camera,Credit Card,5,4372.59,0.1,19676.66,3918.21,100.41,Cancelled,2023,3
ORD-2023-100598,2023-03-29,2023-03-31,CUST-9221,Ravi Mishra,Retail,Ahmedabad,West,Electronics,Gadgets,Dell Laptop,Cash on Delivery,5,11672.66,0.2,46690.64,8829.03,117.55,Delivered,2023,3
ORD-2023-100599,2023-03-29,2023-04-05,CUST-9990,Amit Kumar,Retail,Patna,East,Electronics,Gadgets,Sony Headphones,Cash on Delivery,3,4876.6,0.05,13898.31,3635.88,89.75,Returned,2023,3
ORD-2023-100600,2023-03-29,2023-04-06,CUST-8025,Ravi Mishra,Retail,Chennai,South,Electronics,Gadgets,Canon Camera,Cash on Delivery,3,16783.44,0.0,50350.32,16547.19,82.19,Delivered,2023,3
ORD-2023-100601,2023-03-29,2023-04-03,CUST-1135,Kavya Nair,Retail,Nagpur,Central,Electronics,Gadgets,iPad Air,UPI,5,13629.62,0.1,61333.29,5097.64,108.89,Delivered,2023,3
ORD-2023-100602,2023-03-29,2023-04-07,CUST-6866,Pooja Chauhan,Retail,Kolkata,East,Electronics,Gadgets,Sony Headphones,UPI,2,16289.38,0.05,30949.82,9930.38,169.59,Delivered,2023,3
ORD-2023-100603,2023-03-30,2023-04-08,CUST-7017,Deepak Agarwal,B2B,Jaipur,North,Electronics,Gadgets,Boat Earbuds,Debit Card,3,4264.59,0.0,12793.77,2103.04,115.16,Cancelled,2023,3
ORD-2023-100604,2023-03-30,2023-04-01,CUST-2965,Deepak Agarwal,Retail,Patna,East,Electronics,Gadgets,Canon Camera,UPI,4,9949.76,0.2,31839.23,7946.54,137.04,Delivered,2023,3
ORD-2023-100605,2023-03-30,2023-04-08,CUST-6809,Priya Singh,Retail,Bangalore,South,Clothing,Apparel,Nike T-Shirt,UPI,1,784.88,0.2,627.9,109.53,198.68,Delivered,2023,3
ORD-2023-100606,2023-03-30,2023-04-05,CUST-6084,Sanjay Tiwari,Retail,Ahmedabad,West,Electronics,Gadgets,Samsung Galaxy S24,UPI,2,7492.31,0.2,11987.7,113.97,157.26,Delivered,2023,3
ORD-2023-100607,2023-03-30,2023-04-04,CUST-6267,Vikram Mehta,B2B,Indore,Central,Clothing,Apparel,Allen Solly Trousers,UPI,1,2168.37,0.0,2168.37,294.25,177.01,Delivered,2023,3
ORD-2023-100608,2023-03-30,2023-04-01,CUST-1289,Neha Gupta,Retail,Pune,West,Clothing,Apparel,Nike T-Shirt,Credit Card,2,855.89,0.05,1626.19,330.64,41.86,Delivered,2023,3
ORD-2023-100609,2023-03-30,2023-04-02,CUST-8673,Deepak Agarwal,Wholesale,Surat,West,Home & Kitchen,Appliances,Kent RO Purifier,UPI,2,4569.28,0.15,7767.78,394.78,82.94,Delivered,2023,3
ORD-2023-100610,2023-03-31,2023-04-03,CUST-7099,Ravi Mishra,Retail,Nagpur,Central,Electronics,Gadgets,JBL Speaker,Credit Card,3,7094.12,0.15,18090.01,237.28,47.66,Delivered,2023,3
ORD-2023-100611,2023-03-31,2023-04-05,CUST-8890,Rahul Sharma,Retail,Surat,West,Books,Education,Wings of Fire,Net Banking,5,698.75,0.2,2795.0,639.33,107.97,Delivered,2023,3
ORD-2023-100612,2023-03-31,2023-04-05,CUST-5908,Neha Gupta,Wholesale,Chennai,South,Home & Kitchen,Appliances,Prestige Cooker,Credit Card,2,1789.16,0.0,3578.32,1130.91,151.59,Returned,2023,3
ORD-2023-100613,2023-03-31,2023-04-06,CUST-2074,Sunita Joshi,Retail,Kolkata,East,Electronics,Gadgets,Samsung Galaxy S24,Debit Card,2,17425.95,0.1,31366.71,6533.13,49.01,Delivered,2023,3
ORD-2023-100614,2023-03-31,2023-04-03,CUST-4956,Kavya Nair,Retail,Patna,East,Beauty,Personal Care,Lakme Foundation,UPI,2,310.02,0.0,620.04,72.15,197.76,Delivered,2023,3
ORD-2023-100615,2023-03-31,2023-04-05,CUST-4247,Pooja Chauhan,Wholesale,Hyderabad,South,Beauty,Personal Care,Lakme Foundation,Cash on Delivery,4,1145.29,0.15,3893.99,919.93,177.92,Delivered,2023,3
ORD-2023-100616,2023-03-31,2023-04-03,CUST-3940,Neha Gupta,Wholesale,Pune,West,Electronics,Gadgets,OnePlus 12,UPI,1,13397.99,0.2,10718.39,187.7,111.06,Delivered,2023,3
ORD-2023-100617,2023-04-01,2023-04-06,CUST-9261,Sanjay Tiwari,Retail,Surat,West,Electronics,Gadgets,iPad Air,Debit Card,5,19917.01,0.15,84647.29,-802.15,35.13,Delivered,2023,4
ORD-2023-100618,2023-04-01,2023-04-06,CUST-2852,Neha Gupta,Wholesale,Ahmedabad,West,Books,Education,Wings of Fire,Credit Card,5,853.16,0.1,3839.22,255.22,158.63,Delivered,2023,4
ORD-2023-100619,2023-04-01,2023-04-09,CUST-1541,Priya Singh,Retail,Surat,West,Home & Kitchen,Appliances,IKEA Shelf,Net Banking,2,3783.37,0.0,7566.74,930.73,179.17,Delivered,2023,4
ORD-2023-100620,2023-04-01,2023-04-04,CUST-8583,Rahul Sharma,B2B,Pune,West,Electronics,Gadgets,Canon Camera,Debit Card,1,13419.02,0.2,10735.22,304.22,46.61,Cancelled,2023,4
ORD-2023-100621,2023-04-01,2023-04-10,CUST-1366,Deepak Agarwal,Wholesale,Bangalore,South,Electronics,Gadgets,iPad Air,Credit Card,3,18448.02,0.3,38740.84,6873.12,189.0,Delivered,2023,4
ORD-2023-100622,2023-04-01,2023-04-07,CUST-7175,Sunita Joshi,Retail,Indore,Central,Clothing,Apparel,H&M Jacket,UPI,1,1456.31,0.25,1092.23,-77.06,167.55,Delivered,2023,4
ORD-2023-100623,2023-04-01,2023-04-06,CUST-6912,Vikram Mehta,B2B,Chennai,South,Clothing,Apparel,Levis Jeans,Cash on Delivery,4,2111.21,0.1,7600.36,1081.14,109.54,Delivered,2023,4
ORD-2023-100624,2023-04-02,2023-04-09,CUST-3568,Vikram Mehta,B2B,Delhi,North,Home & Kitchen,Appliances,Prestige Cooker,Net Banking,2,7744.1,0.15,13164.97,-305.1,110.12,Delivered,2023,4
ORD-2023-100625,2023-04-02,2023-04-07,CUST-8820,Amit Kumar,Retail,Delhi,North,Clothing,Apparel,Manyavar Sherwani,Credit Card,3,2039.29,0.0,6117.87,1222.13,87.28,Delivered,2023,4
ORD-2023-100626,2023-04-02,2023-04-06,CUST-7731,Neha Gupta,Retail,Patna,East,Clothing,Apparel,H&M Jacket,Credit Card,5,2939.69,0.0,14698.45,2507.59,192.74,Delivered,2023,4
ORD-2023-100627,2023-04-02,2023-04-10,CUST-1267,Vikram Mehta,Wholesale,Patna,East,Home & Kitchen,Appliances,IKEA Shelf,Cash on Delivery,2,3172.08,0.0,6344.16,535.69,38.16,Delivered,2023,4
ORD-2023-100628,2023-04-02,2023-04-11,CUST-3358,Sunita Joshi,Retail,Indore,Central,Electronics,Gadgets,Sony Headphones,Debit Card,5,19670.73,0.2,78682.92,-3836.73,33.57,Delivered,2023,4
ORD-2023-100629,2023-04-02,2023-04-10,CUST-4865,Anjali Patel,Retail,Pune,West,Electronics,Gadgets,iPad Air,UPI,3,11040.1,0.0,33120.3,9527.61,100.73,Delivered,2023,4
ORD-2023-100630,2023-04-02,2023-04-05,CUST-2327,Deepak Agarwal,Retail,Hyderabad,South,Home & Kitchen,Appliances,Havells Geyser,UPI,3,7533.8,0.0,22601.4,4853.58,152.72,Delivered,2023,4
ORD-2023-100631,2023-04-03,2023-04-07,CUST-7468,Rohit Verma,Retail,Hyderabad,South,Beauty,Personal Care,Nykaa Lipstick,Credit Card,2,695.09,0.3,973.13,51.87,185.35,Returned,2023,4
ORD-2023-100632,2023-04-03,2023-04-05,CUST-9817,Priya Singh,B2B,Ahmedabad,West,Clothing,Apparel,Adidas Hoodie,Credit Card,4,1911.64,0.0,7646.56,973.58,157.81,Delivered,2023,4
ORD-2023-100633,2023-04-03,2023-04-09,CUST-7006,Sunita Joshi,Retail,Bhopal,Central,Clothing,Apparel,Nike T-Shirt,Credit Card,1,1563.21,0.25,1172.41,76.63,76.76,Delivered,2023,4
ORD-2023-100634,2023-04-03,2023-04-09,CUST-4086,Priya Singh,Retail,Kolkata,East,Electronics,Gadgets,HP Pavilion,Net Banking,1,15582.76,0.15,13245.35,3431.04,47.07,Delivered,2023,4
ORD-2023-100635,2023-04-03,2023-04-05,CUST-7542,Kavya Nair,Retail,Pune,West,Clothing,Apparel,H&M Jacket,Cash on Delivery,1,1918.47,0.1,1726.62,462.22,145.6,Delivered,2023,4
ORD-2023-100636,2023-04-03,2023-04-06,CUST-4857,Arjun Reddy,Retail,Hyderabad,South,Clothing,Apparel,Levis Jeans,UPI,3,1677.49,0.0,5032.47,1652.12,169.59,Delivered,2023,4
ORD-2023-100637,2023-04-04,2023-04-11,CUST-3555,Priya Singh,Retail,Delhi,North,Electronics,Gadgets,Canon Camera,Credit Card,2,5133.04,0.15,8726.17,1893.31,80.41,Delivered,2023,4
ORD-2023-100638,2023-04-04,2023-04-09,CUST-4083,Amit Kumar,Wholesale,Indore,Central,Electronics,Gadgets,iPhone 15,UPI,4,4482.58,0.1,16137.29,4244.98,122.4,Delivered,2023,4
ORD-2023-100639,2023-04-04,2023-04-06,CUST-9962,Arjun Reddy,Retail,Pune,West,Clothing,Apparel,Adidas Hoodie,UPI,3,2626.57,0.0,7879.71,1836.95,154.21,Delivered,2023,4
